,skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count,tags,primary_tag,ideal_answer_available,bert_score,tfidf_score
510,CN,Medium,What is the difference between TCP/IP and OSI model?,"OSI has 7 layers and is a theoretical framework. TCP/IP has 4 layers (Application, Transport, Internet, Network Access) and is the practical protocol suite used on the internet.","The OSI model is a theoretical 7-layer reference framework: Physical, Data Link, Network, Transport, Session, Presentation, Application. TCP/IP is the practical 4-layer implementation used on the internet: Network Access combining Physical and Data Link, Internet equivalent to Network, Transport, and Application combining Session, Presentation, and Application. TCP/IP was developed before OSI and is what the internet actually uses while OSI is a teaching and reference model.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,66,"['networking', 'protocols']",networking,1,0.8827960491,0.4303018337
511,CN,Medium,What is the difference between TCP/IP and OSI model?,"OSI has 7 layers and is a theoretical framework. TCP/IP has 4 layers (Application, Transport, Internet, Network Access) and is the practical protocol suite used on the internet.",OSI is a theoretical model with 7 layers. TCP/IP is the actual protocol with 4 layers used on the internet.,Average,0.55,0.45,0.5,cn_curated,CN,20,"['networking', 'protocols']",networking,1,0.9459891319,0.5883222437
512,CN,Medium,What is the difference between TCP/IP and OSI model?,"OSI has 7 layers and is a theoretical framework. TCP/IP has 4 layers (Application, Transport, Internet, Network Access) and is the practical protocol suite used on the internet.",OSI has 7 layers and TCP/IP has 4 layers.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.8724117875,0.4494364165
513,CN,Medium,What happens when you type www.google.com in a browser?,"Browser checks DNS cache, queries DNS server for IP, establishes TCP connection via three-way handshake, sends HTTP request, server responds, browser renders page.","First the browser checks its local DNS cache for google.com's IP. If not found it queries the OS cache then a recursive DNS resolver which contacts root servers, then TLD servers, then Google's authoritative nameserver to get the IP. The browser establishes a TCP connection using a three-way handshake SYN SYN-ACK ACK. For HTTPS it performs a TLS handshake. Then sends an HTTP GET request. Google's server processes and returns HTML. Browser parses and renders the page.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,77,"['networking', 'protocols']",networking,1,0.7085466385,0.5134352268
514,CN,Medium,What happens when you type www.google.com in a browser?,"Browser checks DNS cache, queries DNS server for IP, establishes TCP connection via three-way handshake, sends HTTP request, server responds, browser renders page.",The browser looks up google.com in DNS to get the IP address then sends an HTTP request to that server and displays the response.,Average,0.55,0.45,0.5,cn_curated,CN,24,"['networking', 'protocols']",networking,1,0.5987903476,0.3749606641
515,CN,Medium,What happens when you type www.google.com in a browser?,"Browser checks DNS cache, queries DNS server for IP, establishes TCP connection via three-way handshake, sends HTTP request, server responds, browser renders page.",The browser finds Google's IP and loads the page.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.5718175173,0.1942975144
516,CN,Medium,What is ICMP and what is it used for?,ICMP sends error messages and operational information about IP operations. It powers diagnostic tools like ping and traceroute.,Internet Control Message Protocol operates at the Network layer and is used by routers and hosts to send error messages and operational information. When a packet cannot reach its destination the router sends an ICMP destination unreachable message back to the source. Ping uses ICMP Echo Request and Echo Reply to test connectivity. Traceroute uses ICMP Time Exceeded messages to discover the path packets take through the network.,Good,0.85,0.8,0.8200000000000001,cn_curated,CN,68,"['networking', 'protocols']",networking,1,0.7085431218,0.24215908630000002
517,CN,Medium,What is ICMP and what is it used for?,ICMP sends error messages and operational information about IP operations. It powers diagnostic tools like ping and traceroute.,ICMP sends error messages between network devices. Ping and traceroute use ICMP to test network connectivity.,Average,0.55,0.45,0.5,cn_curated,CN,16,"['networking', 'protocols']",networking,1,0.728450954,0.30101921460000003
518,CN,Medium,What is ICMP and what is it used for?,ICMP sends error messages and operational information about IP operations. It powers diagnostic tools like ping and traceroute.,ICMP sends error messages in networks.,Poor,0.1,0.1,0.08,cn_curated,CN,6,"['networking', 'protocols']",networking,1,0.7742742300000001,0.3357505939
519,CN,Medium,What is load balancing?,"Load balancing distributes incoming network traffic across multiple servers to prevent any single server from being overwhelmed, improving availability and response times.","Load balancing distributes incoming requests across a pool of servers so no single server becomes a bottleneck. Layer 4 load balancers route based on TCP/UDP port and IP. Layer 7 load balancers route based on HTTP content like URLs and headers. Common algorithms include round robin, least connections, and IP hash. Load balancers also perform health checks and remove failed servers from rotation improving fault tolerance and availability.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,68,"['networking', 'protocols']",networking,1,0.7335826755,0.2407404592
520,CN,Medium,What is load balancing?,"Load balancing distributes incoming network traffic across multiple servers to prevent any single server from being overwhelmed, improving availability and response times.",Load balancing spreads network traffic across multiple servers to improve performance and availability.,Average,0.55,0.45,0.5,cn_curated,CN,13,"['networking', 'protocols']",networking,1,0.7800564766,0.39114068350000003
521,CN,Medium,What is load balancing?,"Load balancing distributes incoming network traffic across multiple servers to prevent any single server from being overwhelmed, improving availability and response times.",Load balancing distributes traffic to multiple servers.,Poor,0.1,0.1,0.08,cn_curated,CN,7,"['networking', 'protocols']",networking,1,0.9256877899,0.4826796606
522,CN,Medium,What is a firewall?,"A firewall monitors and filters network traffic based on security rules, acting as a barrier between trusted internal networks and untrusted external networks.","A firewall is a security system that monitors and controls incoming and outgoing network traffic based on predetermined rules. Packet filtering firewalls inspect individual packets based on IP, port, and protocol. Stateful firewalls track connection state and context. Application layer firewalls inspect payload content. Next-gen firewalls combine all these with IDS capabilities. Firewalls can be hardware devices or software and are the first line of defense in network security.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,69,"['networking', 'protocols']",networking,1,0.6808956861000001,0.1632758226
523,CN,Medium,What is a firewall?,"A firewall monitors and filters network traffic based on security rules, acting as a barrier between trusted internal networks and untrusted external networks.",A firewall filters network traffic based on rules to prevent unauthorized access to a network.,Average,0.55,0.45,0.5,cn_curated,CN,15,"['networking', 'protocols']",networking,1,0.824798286,0.33244438800000004
524,CN,Medium,What is a firewall?,"A firewall monitors and filters network traffic based on security rules, acting as a barrier between trusted internal networks and untrusted external networks.",A firewall blocks unwanted network traffic.,Poor,0.1,0.1,0.08,cn_curated,CN,6,"['networking', 'protocols']",networking,1,0.6555709839,0.1992047436
525,CN,Medium,What are VLANs?,"VLANs create separate logical broadcast domains within a single physical switch, enhancing security and reducing broadcast traffic without additional hardware.","Virtual LANs allow network administrators to segment a physical network into multiple logical networks at Layer 2. Devices in the same VLAN can communicate directly even if on different physical switches, while devices in different VLANs cannot communicate without a router. VLANs are configured using IEEE 802.1Q tagging. Benefits include improved security by isolating sensitive traffic, reduced broadcast domains improving performance, and flexibility in network design.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,66,"['networking', 'protocols']",networking,1,0.7189624906000001,0.1878814336
526,CN,Medium,What are VLANs?,"VLANs create separate logical broadcast domains within a single physical switch, enhancing security and reducing broadcast traffic without additional hardware.",VLANs logically separate networks within a single physical switch for better security and performance.,Average,0.55,0.45,0.5,cn_curated,CN,14,"['networking', 'protocols']",networking,1,0.8275809884,0.2952675554
527,CN,Medium,What are VLANs?,"VLANs create separate logical broadcast domains within a single physical switch, enhancing security and reducing broadcast traffic without additional hardware.",VLANs split one network switch into multiple virtual networks.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.7082124949,0.1001103166
528,CN,Medium,What is a proxy server?,"A proxy server is an intermediary between a client and the internet, providing caching, security by hiding client IP, and content filtering.","A proxy server sits between clients and destination servers. When a client requests a resource the request goes to the proxy first. The proxy forwards it to the destination, receives the response, and returns it to the client. Forward proxies represent clients to servers hiding client identities. Reverse proxies represent servers to clients providing load balancing and caching. Proxies improve security, enable content filtering in corporate environments, and can cache frequently accessed content to reduce load times.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,77,"['networking', 'protocols']",networking,1,0.8248132467,0.32949662350000003
529,CN,Medium,What is a proxy server?,"A proxy server is an intermediary between a client and the internet, providing caching, security by hiding client IP, and content filtering.","A proxy server acts as a middleman between a client and the internet, providing security, caching, and content filtering.",Average,0.55,0.45,0.5,cn_curated,CN,19,"['networking', 'protocols']",networking,1,0.8993316889,0.6563149886
530,CN,Medium,What is a proxy server?,"A proxy server is an intermediary between a client and the internet, providing caching, security by hiding client IP, and content filtering.",A proxy hides your IP address when browsing.,Poor,0.1,0.1,0.08,cn_curated,CN,8,"['networking', 'protocols']",networking,1,0.5630191565,0.13502847510000002
531,CN,Hard,What is BGP and how does it work?,BGP is the Border Gateway Protocol used for routing between autonomous systems on the internet. It exchanges routing information between ISPs and large networks using TCP on port 179.,"Border Gateway Protocol is the routing protocol that powers the internet. It operates between autonomous systems which are collections of IP networks under a single administrative domain. BGP uses TCP port 179 for reliable communication between peers. It is a path vector protocol that exchanges routing information including the full AS path to prevent loops. External BGP runs between different ASes while internal BGP runs within an AS. BGP makes routing decisions based on attributes like AS path, local preference, and MED.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,82,"['networking', 'protocols']",networking,1,0.8753521442000001,0.4318827642
532,CN,Hard,What is BGP and how does it work?,BGP is the Border Gateway Protocol used for routing between autonomous systems on the internet. It exchanges routing information between ISPs and large networks using TCP on port 179.,BGP routes traffic between different autonomous systems on the internet. It is used by ISPs to exchange routing information using TCP.,Average,0.55,0.45,0.5,cn_curated,CN,21,"['networking', 'protocols']",networking,1,0.8476141691,0.48443305900000005
533,CN,Hard,What is BGP and how does it work?,BGP is the Border Gateway Protocol used for routing between autonomous systems on the internet. It exchanges routing information between ISPs and large networks using TCP on port 179.,BGP is used for internet routing between large networks.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.8366278410000001,0.499714637
534,CN,Hard,What is the difference between IPv4 and IPv6?,"IPv4 uses 32-bit addresses supporting 4 billion addresses. IPv6 uses 128-bit addresses supporting virtually unlimited addresses. IPv6 also has built-in security, no NAT needed, and better routing efficiency.","IPv4 uses 32-bit addresses in dotted decimal notation like 192.168.1.1 supporting approximately 4.3 billion unique addresses which are nearly exhausted. IPv6 uses 128-bit addresses in hexadecimal like 2001:db8::1 supporting 340 undecillion addresses. IPv6 eliminates NAT requirements since every device gets a unique address. IPv6 has built-in IPsec support, stateless address autoconfiguration, more efficient routing with no broadcast traffic, and simplified header format. Transition mechanisms like dual stack and tunneling allow coexistence.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,71,"['networking', 'protocols']",networking,1,0.8859746456,0.47789520360000004
535,CN,Hard,What is the difference between IPv4 and IPv6?,"IPv4 uses 32-bit addresses supporting 4 billion addresses. IPv6 uses 128-bit addresses supporting virtually unlimited addresses. IPv6 also has built-in security, no NAT needed, and better routing efficiency.",IPv4 has 32-bit addresses and is running out of space. IPv6 has 128-bit addresses providing enough for every device. IPv6 also has built-in security and no need for NAT.,Average,0.55,0.45,0.5,cn_curated,CN,29,"['networking', 'protocols']",networking,1,0.8700614572,0.5395975436
536,CN,Hard,What is the difference between IPv4 and IPv6?,"IPv4 uses 32-bit addresses supporting 4 billion addresses. IPv6 uses 128-bit addresses supporting virtually unlimited addresses. IPv6 also has built-in security, no NAT needed, and better routing efficiency.",IPv6 has more addresses than IPv4 and is the newer version.,Poor,0.1,0.1,0.08,cn_curated,CN,11,"['networking', 'protocols']",networking,1,0.7365527153,0.3210195812
537,CN,Hard,What is a DMZ in networking?,A DMZ is a physical or logical subnetwork that exposes external-facing services like web and email servers to the internet while protecting the internal network.,"A Demilitarized Zone is an intermediate network zone placed between the internet and the internal private network. It contains servers that need to be accessible from the internet such as web servers, email servers, and DNS servers. The DMZ is protected by two firewalls: one between the internet and DMZ, another between the DMZ and internal network. If a DMZ server is compromised attackers cannot directly access the internal network. This architecture reduces attack surface while enabling necessary public services.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,80,"['networking', 'protocols']",networking,1,0.6671025157,0.3923448378
538,CN,Hard,What is a DMZ in networking?,A DMZ is a physical or logical subnetwork that exposes external-facing services like web and email servers to the internet while protecting the internal network.,A DMZ isolates public-facing servers like web and email servers from the internal network using firewalls on both sides.,Average,0.55,0.45,0.5,cn_curated,CN,19,"['networking', 'protocols']",networking,1,0.8555262089000001,0.4037376668
539,CN,Hard,What is a DMZ in networking?,A DMZ is a physical or logical subnetwork that exposes external-facing services like web and email servers to the internet while protecting the internal network.,A DMZ separates public servers from the internal network for security.,Poor,0.1,0.1,0.08,cn_curated,CN,11,"['networking', 'protocols']",networking,1,0.7971436977,0.2412136067
540,CN,Hard,What is port scanning and how is it used?,Port scanning identifies open ports and services on a networked device by sending requests to ports and analyzing responses. Used for security assessment and by attackers to find vulnerabilities.,"Port scanning sends packets to a range of port numbers on a target host to discover which ports are open, closed, or filtered. TCP SYN scanning sends SYN packets; an open port responds with SYN-ACK while a closed port responds with RST. UDP scanning sends UDP packets and listens for responses. Nmap is the most common tool. Security administrators use port scanning to audit their own networks and identify unnecessary exposed services. Attackers use it to discover exploitable services. Most organizations monitor for unauthorized port scans as a security measure.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,90,"['networking', 'protocols']",networking,1,0.8331899643,0.2589726999
541,CN,Hard,What is port scanning and how is it used?,Port scanning identifies open ports and services on a networked device by sending requests to ports and analyzing responses. Used for security assessment and by attackers to find vulnerabilities.,Port scanning tests which ports are open on a device to identify running services. Administrators use it for security audits and attackers use it to find vulnerabilities.,Average,0.55,0.45,0.5,cn_curated,CN,27,"['networking', 'protocols']",networking,1,0.85892272,0.3664948384
542,CN,Hard,What is port scanning and how is it used?,Port scanning identifies open ports and services on a networked device by sending requests to ports and analyzing responses. Used for security assessment and by attackers to find vulnerabilities.,Port scanning finds open ports on computers to check for vulnerabilities.,Poor,0.1,0.1,0.08,cn_curated,CN,11,"['networking', 'protocols']",networking,1,0.8786712289,0.32237680560000004
543,CN,Hard,What is QoS in networking?,QoS prioritizes certain traffic types over others to guarantee performance for critical applications like VoIP and video conferencing during network congestion.,"Quality of Service is a set of techniques that manage network resources to guarantee performance for critical applications. QoS classifies traffic into queues based on type: voice traffic gets highest priority since it is delay-sensitive, video gets second priority, data gets best-effort. Traffic shaping controls the rate of packets sent. Policing drops packets exceeding a rate. DSCP and 802.1p provide packet marking for QoS. Without QoS all traffic competes equally and VoIP calls become choppy during peak usage.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,78,"['networking', 'protocols']",networking,1,0.8237752914,0.25496420540000003
544,CN,Hard,What is QoS in networking?,QoS prioritizes certain traffic types over others to guarantee performance for critical applications like VoIP and video conferencing during network congestion.,QoS prioritizes important network traffic like voice and video over regular data to ensure smooth performance for critical applications.,Average,0.55,0.45,0.5,cn_curated,CN,19,"['networking', 'protocols']",networking,1,0.9047839642000001,0.43161341900000005
545,CN,Hard,What is QoS in networking?,QoS prioritizes certain traffic types over others to guarantee performance for critical applications like VoIP and video conferencing during network congestion.,QoS makes important network traffic faster than regular traffic.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.7785398960000001,0.20760785880000002
546,CN,Hard,What is an intrusion detection system?,"An IDS monitors network traffic for suspicious activity and alerts administrators. NIDS monitors the whole network, HIDS monitors individual hosts. It detects but does not block attacks unlike IPS.","An Intrusion Detection System monitors network or host activity for malicious patterns and policy violations and alerts administrators. Network-based IDS analyzes network traffic packets in real time comparing against known attack signatures and anomaly baselines. Host-based IDS monitors system logs, file integrity, and process activity on individual hosts. Signature-based IDS detects known attacks using a database of patterns. Anomaly-based IDS detects unusual behavior deviating from baseline. Unlike Intrusion Prevention Systems which actively block traffic, IDS is passive and only alerts.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,80,"['networking', 'protocols']",networking,1,0.6904693246,0.3921722513
547,CN,Hard,What is an intrusion detection system?,"An IDS monitors network traffic for suspicious activity and alerts administrators. NIDS monitors the whole network, HIDS monitors individual hosts. It detects but does not block attacks unlike IPS.",An IDS monitors network traffic for suspicious activity and alerts administrators. Network IDS monitors all traffic while host IDS monitors individual machines. It detects but does not stop attacks.,Average,0.55,0.45,0.5,cn_curated,CN,29,"['networking', 'protocols']",networking,1,0.7925654054,0.6969982
548,CN,Hard,What is an intrusion detection system?,"An IDS monitors network traffic for suspicious activity and alerts administrators. NIDS monitors the whole network, HIDS monitors individual hosts. It detects but does not block attacks unlike IPS.",IDS detects network attacks and sends alerts.,Poor,0.1,0.1,0.08,cn_curated,CN,7,"['networking', 'protocols']",networking,1,0.7263244390000001,0.3229574358
549,CN,Hard,What is bandwidth throttling?,Bandwidth throttling is intentional speed reduction by an ISP or network admin for specific traffic types or users to manage network congestion and ensure fair usage.,Bandwidth throttling is the deliberate limiting of internet connection speed by an ISP or network administrator. ISPs throttle specific services like streaming at peak hours to manage overall network capacity. Network administrators throttle non-business traffic to prioritize critical applications. Deep packet inspection identifies traffic types for selective throttling. Net neutrality laws in some countries restrict ISP throttling of specific content. VPNs can bypass some throttling by encrypting traffic making it unidentifiable for DPI.,Good,0.85,0.8,0.8200000000000001,cn_curated,CN,73,"['networking', 'protocols']",networking,1,0.8480640650000001,0.3562033948
550,CN,Hard,What is bandwidth throttling?,Bandwidth throttling is intentional speed reduction by an ISP or network admin for specific traffic types or users to manage network congestion and ensure fair usage.,Bandwidth throttling is when an ISP or network admin slows down certain types of internet traffic to manage network congestion.,Average,0.55,0.45,0.5,cn_curated,CN,20,"['networking', 'protocols']",networking,1,0.95756042,0.5375222408
551,CN,Hard,What is bandwidth throttling?,Bandwidth throttling is intentional speed reduction by an ISP or network admin for specific traffic types or users to manage network congestion and ensure fair usage.,Throttling slows down internet speed intentionally.,Poor,0.1,0.1,0.08,cn_curated,CN,6,"['networking', 'protocols']",networking,1,0.7080088854000001,0.1159213721
552,CN,Easy,"What is the difference between LAN, MAN, and WAN?","LAN covers a small area like a home or office, fast and privately owned. MAN covers a city. WAN covers large geographic areas like countries, with the internet being the largest WAN.","LAN or Local Area Network connects devices within a small area like a home, office, or school. It is fast typically 1Gbps or more and privately owned. MAN or Metropolitan Area Network spans a city or large campus connecting multiple LANs. WAN or Wide Area Network covers large geographic areas across cities, countries, or continents. WANs use leased lines, fiber, or satellite links. The internet is the world's largest WAN. As area increases speed typically decreases and cost increases.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,79,"['networking', 'protocols']",networking,1,0.8298799992,0.4546075348
553,CN,Easy,"What is the difference between LAN, MAN, and WAN?","LAN covers a small area like a home or office, fast and privately owned. MAN covers a city. WAN covers large geographic areas like countries, with the internet being the largest WAN.","LAN is small like an office, MAN covers a city, WAN covers large areas like countries. The internet is a WAN.",Average,0.55,0.45,0.5,cn_curated,CN,21,"['networking', 'protocols']",networking,1,0.9141074419,0.79529384
554,CN,Easy,"What is the difference between LAN, MAN, and WAN?","LAN covers a small area like a home or office, fast and privately owned. MAN covers a city. WAN covers large geographic areas like countries, with the internet being the largest WAN.","LAN is small, WAN is large like the internet.",Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.7900298834,0.4465916936
555,CN,Easy,What is a MAC address?,"A MAC address is a hardware identifier assigned to a network interface card, used at the Data Link layer to identify devices on a local network. It is unique and permanent unlike IP addresses.","A MAC or Media Access Control address is a unique hardware identifier permanently assigned to a network interface card by the manufacturer. It is 48 bits long written in hexadecimal like 00:1A:2B:3C:4D:5E. The first 24 bits identify the manufacturer OUI and the last 24 bits are the device serial number. MAC addresses operate at Layer 2 of the OSI model and are used for communication within the same network segment. Unlike IP addresses which can change, MAC addresses are burned into the hardware and remain constant.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,86,"['networking', 'protocols']",networking,1,0.8099588752,0.3882504196
556,CN,Easy,What is a MAC address?,"A MAC address is a hardware identifier assigned to a network interface card, used at the Data Link layer to identify devices on a local network. It is unique and permanent unlike IP addresses.",A MAC address is a unique hardware address assigned to a network card used to identify devices on a local network. It does not change unlike IP addresses.,Average,0.55,0.45,0.5,cn_curated,CN,28,"['networking', 'protocols']",networking,1,0.9544163942,0.6847401817000001
557,CN,Easy,What is a MAC address?,"A MAC address is a hardware identifier assigned to a network interface card, used at the Data Link layer to identify devices on a local network. It is unique and permanent unlike IP addresses.",MAC address is the permanent hardware address of a network card.,Poor,0.1,0.1,0.08,cn_curated,CN,11,"['networking', 'protocols']",networking,1,0.9217604995,0.4404576847
558,CN,Medium,What is packet switching?,"Packet switching breaks data into packets sent through different network paths and reassembled at the destination. It is efficient, resilient, and used by the internet.","Packet switching divides messages into smaller packets each containing source, destination, and sequencing information. Packets travel independently through the network potentially taking different routes to the destination. Routers forward each packet based on current network conditions. At the destination packets are reordered and reassembled. Packet switching maximizes network efficiency since bandwidth is shared dynamically, unlike circuit switching which dedicates a fixed path. The internet uses packet switching making it resilient to network failures.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,73,"['networking', 'protocols']",networking,1,0.8719851375000001,0.4205557408
559,CN,Medium,What is packet switching?,"Packet switching breaks data into packets sent through different network paths and reassembled at the destination. It is efficient, resilient, and used by the internet.",Packet switching breaks data into small packets that travel different routes through the network and are reassembled at the destination.,Average,0.55,0.45,0.5,cn_curated,CN,20,"['networking', 'protocols']",networking,1,0.8782230616000001,0.5101490193
560,CN,Medium,What is packet switching?,"Packet switching breaks data into packets sent through different network paths and reassembled at the destination. It is efficient, resilient, and used by the internet.",Packet switching sends data in small pieces through the network.,Poor,0.1,0.1,0.08,cn_curated,CN,10,"['networking', 'protocols']",networking,1,0.8097925186,0.2503020462
561,CN,Easy,What is the difference between HTTP and HTTPS?,"HTTP transfers web data in plaintext. HTTPS uses SSL/TLS encryption to secure the connection, protecting data from eavesdropping and ensuring server authenticity.","HTTP or HyperText Transfer Protocol is the foundation of data communication on the web, transferring data in plaintext making it vulnerable to interception. HTTPS adds SSL/TLS encryption creating an encrypted tunnel between browser and server. The TLS handshake authenticates the server using digital certificates and negotiates encryption keys. HTTPS protects against man-in-the-middle attacks, eavesdropping, and data tampering. Modern browsers mark HTTP sites as not secure. HTTPS runs on port 443 while HTTP uses port 80.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,75,"['networking', 'protocols']",networking,1,0.8702757955,0.442806126
562,CN,Easy,What is the difference between HTTP and HTTPS?,"HTTP transfers web data in plaintext. HTTPS uses SSL/TLS encryption to secure the connection, protecting data from eavesdropping and ensuring server authenticity.",HTTP transfers data in plaintext while HTTPS encrypts the connection using SSL/TLS making it secure against interception.,Average,0.55,0.45,0.5,cn_curated,CN,17,"['networking', 'protocols']",networking,1,0.8719903827000001,0.46131377440000004
563,CN,Easy,What is the difference between HTTP and HTTPS?,"HTTP transfers web data in plaintext. HTTPS uses SSL/TLS encryption to secure the connection, protecting data from eavesdropping and ensuring server authenticity.",HTTPS is the secure version of HTTP with encryption.,Poor,0.1,0.1,0.08,cn_curated,CN,9,"['networking', 'protocols']",networking,1,0.7730422020000001,0.2742341592
564,CN,Medium,Which protocols use UDP and which use TCP?,"TCP: HTTP, HTTPS, FTP, SMTP, Telnet. UDP: DHCP, DNS queries, TFTP, SNMP. DNS uses both: UDP for queries, TCP for zone transfers.","TCP is used by protocols requiring reliable ordered delivery: HTTP and HTTPS for web browsing, FTP for file transfer, SMTP for email sending, Telnet and SSH for remote access. UDP is used by protocols where speed matters more than reliability: DHCP for IP assignment, DNS for name resolution queries, TFTP for simple file transfers, SNMP for network management. DNS uses UDP for regular queries because it is faster but switches to TCP for zone transfers between servers where reliability is critical.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,81,"['networking', 'protocols']",networking,1,0.8042798638,0.5114897387
565,CN,Medium,Which protocols use UDP and which use TCP?,"TCP: HTTP, HTTPS, FTP, SMTP, Telnet. UDP: DHCP, DNS queries, TFTP, SNMP. DNS uses both: UDP for queries, TCP for zone transfers.","TCP protocols include HTTP, HTTPS, FTP, SMTP. UDP protocols include DHCP, DNS queries, TFTP, SNMP. DNS uses both TCP and UDP.",Average,0.55,0.45,0.5,cn_curated,CN,21,"['networking', 'protocols']",networking,1,0.8979951739,0.6629164274
566,CN,Medium,Which protocols use UDP and which use TCP?,"TCP: HTTP, HTTPS, FTP, SMTP, Telnet. UDP: DHCP, DNS queries, TFTP, SNMP. DNS uses both: UDP for queries, TCP for zone transfers.",HTTP uses TCP and DHCP uses UDP.,Poor,0.1,0.1,0.08,cn_curated,CN,7,"['networking', 'protocols']",networking,1,0.6411415935,0.4333243604
567,CN,Hard,What is CIDR notation?,CIDR notation represents IP addresses with their subnet mask as a suffix like 192.168.1.0/24 where /24 means 24 bits are the network portion leaving 8 bits for hosts.,Classless Inter-Domain Routing notation combines an IP address with its prefix length like 192.168.1.0/24. The prefix length specifies how many bits identify the network. /24 means 255.255.255.0 subnet mask leaving 8 host bits supporting 254 hosts. /25 is 255.255.255.128 giving 2 subnets of 126 hosts each. CIDR replaced classful addressing allowing flexible allocation of address space. It also enables route aggregation called supernetting reducing the size of routing tables on the internet.,Good,0.85,0.8,0.8200000000000001,cn_curated,CN,72,"['networking', 'protocols']",networking,1,0.7314023376000001,0.29482341500000003
568,CN,Hard,What is CIDR notation?,CIDR notation represents IP addresses with their subnet mask as a suffix like 192.168.1.0/24 where /24 means 24 bits are the network portion leaving 8 bits for hosts.,CIDR notation like 192.168.0.0/24 shows the IP address and how many bits are the network portion. /24 means 24 network bits and 8 host bits giving 254 usable hosts.,Average,0.55,0.45,0.5,cn_curated,CN,29,"['networking', 'protocols']",networking,1,0.9171257019,0.6727814771
569,CN,Hard,What is CIDR notation?,CIDR notation represents IP addresses with their subnet mask as a suffix like 192.168.1.0/24 where /24 means 24 bits are the network portion leaving 8 bits for hosts.,CIDR like /24 tells you how many bits are the network part.,Poor,0.1,0.1,0.08,cn_curated,CN,12,"['networking', 'protocols']",networking,1,0.7452087402,0.4691883684
570,CN,Easy,What is a default gateway?,A default gateway is the router that devices use to send traffic destined for networks outside the local network. It is the exit point from a LAN to other networks.,"A default gateway is the IP address of the router that a device sends packets to when the destination is outside its own subnet. When a device wants to communicate with an external address it checks its routing table, finds no specific route, and forwards the packet to the default gateway. The gateway routes it to the appropriate next hop toward the destination. In home networks the default gateway is typically the router connecting the home network to the ISP. Without a default gateway devices can only communicate within their local subnet.",Good,0.85,0.8,0.8200000000000001,cn_curated,CN,92,"['networking', 'protocols']",networking,1,0.9087662697000001,0.29370730980000004
571,CN,Easy,What is a default gateway?,A default gateway is the router that devices use to send traffic destined for networks outside the local network. It is the exit point from a LAN to other networks.,The default gateway is the router's IP address that devices use to send traffic to other networks outside the local network.,Average,0.55,0.45,0.5,cn_curated,CN,21,"['networking', 'protocols']",networking,1,0.9482444525,0.6631561004000001
572,CN,Easy,What is a default gateway?,A default gateway is the router that devices use to send traffic destined for networks outside the local network. It is the exit point from a LAN to other networks.,The default gateway is the router that connects your network to the internet.,Poor,0.1,0.1,0.08,cn_curated,CN,13,"['networking', 'protocols']",networking,1,0.9014831185000001,0.2521387069
573,DBMS,Easy,What is a DBMS?,"A DBMS (Database Management System) is software that stores, retrieves, and manages data in a database. It acts as an intermediary between users and the data, ensuring data integrity, security, and efficient access. Examples include MySQL, PostgreSQL, MongoDB, and Oracle.","A DBMS (Database Management System) is software that stores, retrieves, and manages data in a database. It acts as an intermediary between users and the data, ensuring data integrity, security, and efficient access. Examples include MySQL, PostgreSQL, MongoDB, and Oracle.",Good,0.88,0.85,0.86,dbms_curated,DBMS,40,"['nosql', 'database-design']",nosql,1,1.0000001192,1.0
574,DBMS,Easy,What is a DBMS?,"A DBMS (Database Management System) is software that stores, retrieves, and manages data in a database. It acts as an intermediary between users and the data, ensuring data integrity, security, and efficient access. Examples include MySQL, PostgreSQL, MongoDB, and Oracle.","A DBMS (Database Management System) is software that stores, retrieves, and manages data in a database. It acts. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,22,"['nosql', 'database-design']",nosql,1,0.9771495461,0.4892452021
