skill,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,source,skills_multi,word_count
DBMS,Easy,What is a transaction in DBMS?,A transaction is a logical unit of work consisting of one or more SQL operations executed as a single unit. It must satisfy ACID properties. A transaction either commits all changes permanently or rolls back all changes leaving the database unchanged. Example: a bank transfer debit and credit together form one transaction.,A transaction is a logical unit of work consisting of one or more SQL operations executed as a single unit. It must satisfy. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,27
DBMS,Easy,What is a transaction in DBMS?,A transaction is a logical unit of work consisting of one or more SQL operations executed as a single unit. It must satisfy ACID properties. A transaction either commits all changes permanently or rolls back all changes leaving the database unchanged. Example: a bank transfer debit and credit together form one transaction.,A transaction is a logical unit of work.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is a schema in DBMS?,"A schema is the logical structure or blueprint of a database. It defines tables, columns, data types, relationships, constraints, indexes, and views. The schema is the design, while the database instance is the actual data stored at a given moment.","A schema is the logical structure or blueprint of a database. It defines tables, columns, data types, relationships, constraints, indexes, and views. The schema is the design, while the database instance is the actual data stored at a given moment.",Good,0.88,0.85,0.86,dbms_curated,DBMS,40
DBMS,Easy,What is a schema in DBMS?,"A schema is the logical structure or blueprint of a database. It defines tables, columns, data types, relationships, constraints, indexes, and views. The schema is the design, while the database instance is the actual data stored at a given moment.","A schema is the logical structure or blueprint of a database. It defines tables, columns, data types, relationships,. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,22
DBMS,Easy,What is a schema in DBMS?,"A schema is the logical structure or blueprint of a database. It defines tables, columns, data types, relationships, constraints, indexes, and views. The schema is the design, while the database instance is the actual data stored at a given moment.",A schema is the logical structure or blueprint.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is a composite key?,"A composite key is a primary key that consists of two or more columns that together uniquely identify each record. No single column is sufficient on its own. Example: in an Enrollment table, the combination of StudentID and CourseID together uniquely identifies each enrollment record.","A composite key is a primary key that consists of two or more columns that together uniquely identify each record. No single column is sufficient on its own. Example: in an Enrollment table, the combination of StudentID and CourseID together uniquely identifies each enrollment record.",Good,0.88,0.85,0.86,dbms_curated,DBMS,45
DBMS,Easy,What is a composite key?,"A composite key is a primary key that consists of two or more columns that together uniquely identify each record. No single column is sufficient on its own. Example: in an Enrollment table, the combination of StudentID and CourseID together uniquely identifies each enrollment record.",A composite key is a primary key that consists of two or more columns that together uniquely identify each record.. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,24
DBMS,Easy,What is a composite key?,"A composite key is a primary key that consists of two or more columns that together uniquely identify each record. No single column is sufficient on its own. Example: in an Enrollment table, the combination of StudentID and CourseID together uniquely identifies each enrollment record.",A composite key is a primary key that.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is a candidate key?,A candidate key is a minimal set of attributes that can uniquely identify a row in a relation. A table can have multiple candidate keys and one is chosen as the primary key. The others become alternate keys. Every candidate key satisfies uniqueness and minimality.,A candidate key is a minimal set of attributes that can uniquely identify a row in a relation. A table can have multiple candidate keys and one is chosen as the primary key. The others become alternate keys. Every candidate key satisfies uniqueness and minimality.,Good,0.88,0.85,0.86,dbms_curated,DBMS,45
DBMS,Easy,What is a candidate key?,A candidate key is a minimal set of attributes that can uniquely identify a row in a relation. A table can have multiple candidate keys and one is chosen as the primary key. The others become alternate keys. Every candidate key satisfies uniqueness and minimality.,A candidate key is a minimal set of attributes that can uniquely identify a row in a relation. A table. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,24
DBMS,Easy,What is a candidate key?,A candidate key is a minimal set of attributes that can uniquely identify a row in a relation. A table can have multiple candidate keys and one is chosen as the primary key. The others become alternate keys. Every candidate key satisfies uniqueness and minimality.,A candidate key is a minimal set of.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is the difference between primary key and unique key?,A primary key uniquely identifies records and cannot have NULL values. Only one primary key is allowed per table. A unique key also enforces uniqueness but allows NULL values. Multiple unique keys can exist in a table. Both can be referenced by foreign keys.,A primary key uniquely identifies records and cannot have NULL values. Only one primary key is allowed per table. A unique key also enforces uniqueness but allows NULL values. Multiple unique keys can exist in a table. Both can be referenced by foreign keys.,Good,0.88,0.85,0.86,dbms_curated,DBMS,44
DBMS,Easy,What is the difference between primary key and unique key?,A primary key uniquely identifies records and cannot have NULL values. Only one primary key is allowed per table. A unique key also enforces uniqueness but allows NULL values. Multiple unique keys can exist in a table. Both can be referenced by foreign keys.,A primary key uniquely identifies records and cannot have NULL values. Only one primary key is allowed per table.. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,23
DBMS,Easy,What is the difference between primary key and unique key?,A primary key uniquely identifies records and cannot have NULL values. Only one primary key is allowed per table. A unique key also enforces uniqueness but allows NULL values. Multiple unique keys can exist in a table. Both can be referenced by foreign keys.,A primary key uniquely identifies records and cannot.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is NULL in DBMS?,"NULL represents missing, unknown, or inapplicable data in a database field. It is not the same as zero or an empty string. NULL cannot be compared using equals operator — instead IS NULL or IS NOT NULL must be used. NULL values in aggregate functions are typically ignored.","NULL represents missing, unknown, or inapplicable data in a database field. It is not the same as zero or an empty string. NULL cannot be compared using equals operator — instead IS NULL or IS NOT NULL must be used. NULL values in aggregate functions are typically ignored.",Good,0.88,0.85,0.86,dbms_curated,DBMS,48
DBMS,Easy,What is NULL in DBMS?,"NULL represents missing, unknown, or inapplicable data in a database field. It is not the same as zero or an empty string. NULL cannot be compared using equals operator — instead IS NULL or IS NOT NULL must be used. NULL values in aggregate functions are typically ignored.","NULL represents missing, unknown, or inapplicable data in a database field. It is not the same as zero or an empty. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,25
DBMS,Easy,What is NULL in DBMS?,"NULL represents missing, unknown, or inapplicable data in a database field. It is not the same as zero or an empty string. NULL cannot be compared using equals operator — instead IS NULL or IS NOT NULL must be used. NULL values in aggregate functions are typically ignored.","NULL represents missing, unknown, or inapplicable data in.",Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Easy,What is DDL and DML?,"DDL (Data Definition Language) defines the database schema using commands like CREATE, ALTER, DROP, and TRUNCATE. DML (Data Manipulation Language) manipulates data using commands like SELECT, INSERT, UPDATE, and DELETE. DDL changes are auto-committed while DML changes can be rolled back.","DDL (Data Definition Language) defines the database schema using commands like CREATE, ALTER, DROP, and TRUNCATE. DML (Data Manipulation Language) manipulates data using commands like SELECT, INSERT, UPDATE, and DELETE. DDL changes are auto-committed while DML changes can be rolled back.",Good,0.88,0.85,0.86,dbms_curated,DBMS,41
DBMS,Easy,What is DDL and DML?,"DDL (Data Definition Language) defines the database schema using commands like CREATE, ALTER, DROP, and TRUNCATE. DML (Data Manipulation Language) manipulates data using commands like SELECT, INSERT, UPDATE, and DELETE. DDL changes are auto-committed while DML changes can be rolled back.","DDL (Data Definition Language) defines the database schema using commands like CREATE, ALTER, DROP, and TRUNCATE. DML (Data. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,22
DBMS,Easy,What is DDL and DML?,"DDL (Data Definition Language) defines the database schema using commands like CREATE, ALTER, DROP, and TRUNCATE. DML (Data Manipulation Language) manipulates data using commands like SELECT, INSERT, UPDATE, and DELETE. DDL changes are auto-committed while DML changes can be rolled back.",DDL (Data Definition Language) defines the database schema.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is BCNF?,Boyce-Codd Normal Form is a stricter version of 3NF. A table is in BCNF if every determinant is a candidate key. A determinant is an attribute on which other attributes are fully functionally dependent. BCNF eliminates anomalies that 3NF may not catch when a table has multiple overlapping candidate keys.,Boyce-Codd Normal Form is a stricter version of 3NF. A table is in BCNF if every determinant is a candidate key. A determinant is an attribute on which other attributes are fully functionally dependent. BCNF eliminates anomalies that 3NF may not catch when a table has multiple overlapping candidate keys.,Good,0.88,0.85,0.86,dbms_curated,DBMS,50
DBMS,Medium,What is BCNF?,Boyce-Codd Normal Form is a stricter version of 3NF. A table is in BCNF if every determinant is a candidate key. A determinant is an attribute on which other attributes are fully functionally dependent. BCNF eliminates anomalies that 3NF may not catch when a table has multiple overlapping candidate keys.,Boyce-Codd Normal Form is a stricter version of 3NF. A table is in BCNF if every determinant is a candidate key. A. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is BCNF?,Boyce-Codd Normal Form is a stricter version of 3NF. A table is in BCNF if every determinant is a candidate key. A determinant is an attribute on which other attributes are fully functionally dependent. BCNF eliminates anomalies that 3NF may not catch when a table has multiple overlapping candidate keys.,Boyce-Codd Normal Form is a stricter version of.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is denormalization?,"Denormalization deliberately adds redundancy to a normalized database to improve query performance. It reduces the number of joins needed for read-heavy queries. Common techniques include adding duplicate columns, combining tables, or storing computed values. Used in data warehouses and reporting systems where read speed matters more than write efficiency.","Denormalization deliberately adds redundancy to a normalized database to improve query performance. It reduces the number of joins needed for read-heavy queries. Common techniques include adding duplicate columns, combining tables, or storing computed values. Used in data warehouses and reporting systems where read speed matters more than write efficiency.",Good,0.88,0.85,0.86,dbms_curated,DBMS,49
DBMS,Medium,What is denormalization?,"Denormalization deliberately adds redundancy to a normalized database to improve query performance. It reduces the number of joins needed for read-heavy queries. Common techniques include adding duplicate columns, combining tables, or storing computed values. Used in data warehouses and reporting systems where read speed matters more than write efficiency.",Denormalization deliberately adds redundancy to a normalized database to improve query performance. It reduces the number of joins needed for read-heavy queries.. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is denormalization?,"Denormalization deliberately adds redundancy to a normalized database to improve query performance. It reduces the number of joins needed for read-heavy queries. Common techniques include adding duplicate columns, combining tables, or storing computed values. Used in data warehouses and reporting systems where read speed matters more than write efficiency.",Denormalization deliberately adds redundancy to a normalized database.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is an index in DBMS?,"An index is a data structure that improves the speed of data retrieval. A clustered index sorts and stores table rows in order based on the indexed column — only one per table. A non-clustered index creates a separate structure with pointers to the data — multiple allowed. Indexes speed up SELECT but slow down INSERT, UPDATE, DELETE.","An index is a data structure that improves the speed of data retrieval. A clustered index sorts and stores table rows in order based on the indexed column — only one per table. A non-clustered index creates a separate structure with pointers to the data — multiple allowed. Indexes speed up SELECT but slow down INSERT, UPDATE, DELETE.",Good,0.88,0.85,0.86,dbms_curated,DBMS,58
DBMS,Medium,What is an index in DBMS?,"An index is a data structure that improves the speed of data retrieval. A clustered index sorts and stores table rows in order based on the indexed column — only one per table. A non-clustered index creates a separate structure with pointers to the data — multiple allowed. Indexes speed up SELECT but slow down INSERT, UPDATE, DELETE.",An index is a data structure that improves the speed of data retrieval. A clustered index sorts and stores table rows in order based on the. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,30
DBMS,Medium,What is an index in DBMS?,"An index is a data structure that improves the speed of data retrieval. A clustered index sorts and stores table rows in order based on the indexed column — only one per table. A non-clustered index creates a separate structure with pointers to the data — multiple allowed. Indexes speed up SELECT but slow down INSERT, UPDATE, DELETE.",An index is a data structure that improves.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a deadlock in DBMS?,"A deadlock occurs when two or more transactions are each waiting for the other to release a resource, creating a circular wait. None can proceed. Prevention techniques include lock ordering (all transactions acquire locks in the same order), timeouts (roll back transactions waiting too long), and deadlock detection algorithms.","A deadlock occurs when two or more transactions are each waiting for the other to release a resource, creating a circular wait. None can proceed. Prevention techniques include lock ordering (all transactions acquire locks in the same order), timeouts (roll back transactions waiting too long), and deadlock detection algorithms.",Good,0.88,0.85,0.86,dbms_curated,DBMS,49
DBMS,Medium,What is a deadlock in DBMS?,"A deadlock occurs when two or more transactions are each waiting for the other to release a resource, creating a circular wait. None can proceed. Prevention techniques include lock ordering (all transactions acquire locks in the same order), timeouts (roll back transactions waiting too long), and deadlock detection algorithms.","A deadlock occurs when two or more transactions are each waiting for the other to release a resource, creating a circular wait.. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is a deadlock in DBMS?,"A deadlock occurs when two or more transactions are each waiting for the other to release a resource, creating a circular wait. None can proceed. Prevention techniques include lock ordering (all transactions acquire locks in the same order), timeouts (roll back transactions waiting too long), and deadlock detection algorithms.",A deadlock occurs when two or more transactions.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a stored procedure?,"A stored procedure is a precompiled set of SQL statements stored in the database that can be executed as a single call. Benefits include code reusability, improved performance through precompilation, reduced network traffic, and better security by granting execute permission without exposing table structure.","A stored procedure is a precompiled set of SQL statements stored in the database that can be executed as a single call. Benefits include code reusability, improved performance through precompilation, reduced network traffic, and better security by granting execute permission without exposing table structure.",Good,0.88,0.85,0.86,dbms_curated,DBMS,44
DBMS,Medium,What is a stored procedure?,"A stored procedure is a precompiled set of SQL statements stored in the database that can be executed as a single call. Benefits include code reusability, improved performance through precompilation, reduced network traffic, and better security by granting execute permission without exposing table structure.",A stored procedure is a precompiled set of SQL statements stored in the database that can be executed as. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,23
DBMS,Medium,What is a stored procedure?,"A stored procedure is a precompiled set of SQL statements stored in the database that can be executed as a single call. Benefits include code reusability, improved performance through precompilation, reduced network traffic, and better security by granting execute permission without exposing table structure.",A stored procedure is a precompiled set of.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a trigger in DBMS?,"A trigger is a stored procedure that automatically executes in response to specific events on a table such as INSERT, UPDATE, or DELETE. Triggers enforce business rules, maintain audit logs, and ensure data integrity. Unlike stored procedures, triggers cannot be called manually — they fire automatically when the triggering event occurs.","A trigger is a stored procedure that automatically executes in response to specific events on a table such as INSERT, UPDATE, or DELETE. Triggers enforce business rules, maintain audit logs, and ensure data integrity. Unlike stored procedures, triggers cannot be called manually — they fire automatically when the triggering event occurs.",Good,0.88,0.85,0.86,dbms_curated,DBMS,51
DBMS,Medium,What is a trigger in DBMS?,"A trigger is a stored procedure that automatically executes in response to specific events on a table such as INSERT, UPDATE, or DELETE. Triggers enforce business rules, maintain audit logs, and ensure data integrity. Unlike stored procedures, triggers cannot be called manually — they fire automatically when the triggering event occurs.","A trigger is a stored procedure that automatically executes in response to specific events on a table such as INSERT, UPDATE, or. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,26
DBMS,Medium,What is a trigger in DBMS?,"A trigger is a stored procedure that automatically executes in response to specific events on a table such as INSERT, UPDATE, or DELETE. Triggers enforce business rules, maintain audit logs, and ensure data integrity. Unlike stored procedures, triggers cannot be called manually — they fire automatically when the triggering event occurs.",A trigger is a stored procedure that automatically.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is concurrency control in DBMS?,"Concurrency control ensures that multiple transactions executing simultaneously produce correct results without interfering with each other. Techniques include locking (shared locks allow multiple readers, exclusive locks allow only one writer), timestamp ordering, two-phase locking (growing phase acquires locks, shrinking phase releases them), and MVCC (multiversion concurrency control).","Concurrency control ensures that multiple transactions executing simultaneously produce correct results without interfering with each other. Techniques include locking (shared locks allow multiple readers, exclusive locks allow only one writer), timestamp ordering, two-phase locking (growing phase acquires locks, shrinking phase releases them), and MVCC (multiversion concurrency control).",Good,0.88,0.85,0.86,dbms_curated,DBMS,47
DBMS,Medium,What is concurrency control in DBMS?,"Concurrency control ensures that multiple transactions executing simultaneously produce correct results without interfering with each other. Techniques include locking (shared locks allow multiple readers, exclusive locks allow only one writer), timestamp ordering, two-phase locking (growing phase acquires locks, shrinking phase releases them), and MVCC (multiversion concurrency control).",Concurrency control ensures that multiple transactions executing simultaneously produce correct results without interfering with each other. Techniques include locking (shared locks. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,25
DBMS,Medium,What is concurrency control in DBMS?,"Concurrency control ensures that multiple transactions executing simultaneously produce correct results without interfering with each other. Techniques include locking (shared locks allow multiple readers, exclusive locks allow only one writer), timestamp ordering, two-phase locking (growing phase acquires locks, shrinking phase releases them), and MVCC (multiversion concurrency control).",Concurrency control ensures that multiple transactions executing simultaneously.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is referential integrity?,"Referential integrity ensures that a foreign key value in a child table always matches a primary key value in the parent table or is NULL. It prevents orphaned records. Enforced through ON DELETE CASCADE (delete child rows when parent deleted), ON DELETE SET NULL, or ON DELETE RESTRICT (prevent parent deletion if children exist).","Referential integrity ensures that a foreign key value in a child table always matches a primary key value in the parent table or is NULL. It prevents orphaned records. Enforced through ON DELETE CASCADE (delete child rows when parent deleted), ON DELETE SET NULL, or ON DELETE RESTRICT (prevent parent deletion if children exist).",Good,0.88,0.85,0.86,dbms_curated,DBMS,54
DBMS,Medium,What is referential integrity?,"Referential integrity ensures that a foreign key value in a child table always matches a primary key value in the parent table or is NULL. It prevents orphaned records. Enforced through ON DELETE CASCADE (delete child rows when parent deleted), ON DELETE SET NULL, or ON DELETE RESTRICT (prevent parent deletion if children exist).",Referential integrity ensures that a foreign key value in a child table always matches a primary key value in the parent table or is. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,28
DBMS,Medium,What is referential integrity?,"Referential integrity ensures that a foreign key value in a child table always matches a primary key value in the parent table or is NULL. It prevents orphaned records. Enforced through ON DELETE CASCADE (delete child rows when parent deleted), ON DELETE SET NULL, or ON DELETE RESTRICT (prevent parent deletion if children exist).",Referential integrity ensures that a foreign key value.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,Explain the different types of joins.,INNER JOIN returns only rows with matches in both tables. LEFT OUTER JOIN returns all left table rows and matching right rows (NULL for non-matches). RIGHT OUTER JOIN returns all right table rows. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN returns the cartesian product. SELF JOIN joins a table to itself using aliases to compare rows.,INNER JOIN returns only rows with matches in both tables. LEFT OUTER JOIN returns all left table rows and matching right rows (NULL for non-matches). RIGHT OUTER JOIN returns all right table rows. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN returns the cartesian product. SELF JOIN joins a table to itself using aliases to compare rows.,Good,0.88,0.85,0.86,dbms_curated,DBMS,60
DBMS,Medium,Explain the different types of joins.,INNER JOIN returns only rows with matches in both tables. LEFT OUTER JOIN returns all left table rows and matching right rows (NULL for non-matches). RIGHT OUTER JOIN returns all right table rows. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN returns the cartesian product. SELF JOIN joins a table to itself using aliases to compare rows.,INNER JOIN returns only rows with matches in both tables. LEFT OUTER JOIN returns all left table rows and matching right rows (NULL for non-matches). RIGHT OUTER. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,31
DBMS,Medium,Explain the different types of joins.,INNER JOIN returns only rows with matches in both tables. LEFT OUTER JOIN returns all left table rows and matching right rows (NULL for non-matches). RIGHT OUTER JOIN returns all right table rows. FULL OUTER JOIN returns all rows from both tables. CROSS JOIN returns the cartesian product. SELF JOIN joins a table to itself using aliases to compare rows.,INNER JOIN returns only rows with matches in.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a subquery in SQL?,"A subquery is a query nested inside another query. It can appear in SELECT, FROM, WHERE, or HAVING clauses. Correlated subqueries reference the outer query and are executed once per row. Non-correlated subqueries execute once independently. Example: SELECT Name FROM Students WHERE Age > (SELECT AVG(Age) FROM Students).","A subquery is a query nested inside another query. It can appear in SELECT, FROM, WHERE, or HAVING clauses. Correlated subqueries reference the outer query and are executed once per row. Non-correlated subqueries execute once independently. Example: SELECT Name FROM Students WHERE Age > (SELECT AVG(Age) FROM Students).",Good,0.88,0.85,0.86,dbms_curated,DBMS,48
DBMS,Medium,What is a subquery in SQL?,"A subquery is a query nested inside another query. It can appear in SELECT, FROM, WHERE, or HAVING clauses. Correlated subqueries reference the outer query and are executed once per row. Non-correlated subqueries execute once independently. Example: SELECT Name FROM Students WHERE Age > (SELECT AVG(Age) FROM Students).","A subquery is a query nested inside another query. It can appear in SELECT, FROM, WHERE, or HAVING clauses. Correlated subqueries. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,25
DBMS,Medium,What is a subquery in SQL?,"A subquery is a query nested inside another query. It can appear in SELECT, FROM, WHERE, or HAVING clauses. Correlated subqueries reference the outer query and are executed once per row. Non-correlated subqueries execute once independently. Example: SELECT Name FROM Students WHERE Age > (SELECT AVG(Age) FROM Students).",A subquery is a query nested inside another.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is the N+1 query problem?,"The N+1 problem occurs when an application executes one query to fetch N parent records then executes N additional queries to fetch related child records for each parent. This results in N+1 database round trips. Solution: use JOIN or eager loading to fetch all data in a single query, or use batch loading.","The N+1 problem occurs when an application executes one query to fetch N parent records then executes N additional queries to fetch related child records for each parent. This results in N+1 database round trips. Solution: use JOIN or eager loading to fetch all data in a single query, or use batch loading.",Good,0.88,0.85,0.86,dbms_curated,DBMS,53
DBMS,Medium,What is the N+1 query problem?,"The N+1 problem occurs when an application executes one query to fetch N parent records then executes N additional queries to fetch related child records for each parent. This results in N+1 database round trips. Solution: use JOIN or eager loading to fetch all data in a single query, or use batch loading.",The N+1 problem occurs when an application executes one query to fetch N parent records then executes N additional queries to fetch related. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,27
DBMS,Medium,What is the N+1 query problem?,"The N+1 problem occurs when an application executes one query to fetch N parent records then executes N additional queries to fetch related child records for each parent. This results in N+1 database round trips. Solution: use JOIN or eager loading to fetch all data in a single query, or use batch loading.",The N+1 problem occurs when an application executes.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a B-Tree in DBMS?,"A B-Tree is a self-balancing tree data structure used for database indexing. It maintains sorted data enabling searches, insertions, and deletions in O(log n) time. A B+ Tree variant stores all records in leaf nodes with a linked list between them, making range queries very efficient. Leaf nodes in B+ Trees contain all actual data or pointers to data.","A B-Tree is a self-balancing tree data structure used for database indexing. It maintains sorted data enabling searches, insertions, and deletions in O(log n) time. A B+ Tree variant stores all records in leaf nodes with a linked list between them, making range queries very efficient. Leaf nodes in B+ Trees contain all actual data or pointers to data.",Good,0.88,0.85,0.86,dbms_curated,DBMS,59
DBMS,Medium,What is a B-Tree in DBMS?,"A B-Tree is a self-balancing tree data structure used for database indexing. It maintains sorted data enabling searches, insertions, and deletions in O(log n) time. A B+ Tree variant stores all records in leaf nodes with a linked list between them, making range queries very efficient. Leaf nodes in B+ Trees contain all actual data or pointers to data.","A B-Tree is a self-balancing tree data structure used for database indexing. It maintains sorted data enabling searches, insertions, and deletions in O(log n) time. A. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,30
DBMS,Medium,What is a B-Tree in DBMS?,"A B-Tree is a self-balancing tree data structure used for database indexing. It maintains sorted data enabling searches, insertions, and deletions in O(log n) time. A B+ Tree variant stores all records in leaf nodes with a linked list between them, making range queries very efficient. Leaf nodes in B+ Trees contain all actual data or pointers to data.",A B-Tree is a self-balancing tree data structure.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is the difference between OLTP and OLAP?,"OLTP (Online Transaction Processing) handles real-time transactional operations — many short insert, update, delete operations. Used in banking, retail, booking systems. OLAP (Online Analytical Processing) handles complex analytical queries on historical data for reporting and business intelligence. Optimized for read-heavy aggregations. Data warehouses use OLAP.","OLTP (Online Transaction Processing) handles real-time transactional operations — many short insert, update, delete operations. Used in banking, retail, booking systems. OLAP (Online Analytical Processing) handles complex analytical queries on historical data for reporting and business intelligence. Optimized for read-heavy aggregations. Data warehouses use OLAP.",Good,0.88,0.85,0.86,dbms_curated,DBMS,45
DBMS,Medium,What is the difference between OLTP and OLAP?,"OLTP (Online Transaction Processing) handles real-time transactional operations — many short insert, update, delete operations. Used in banking, retail, booking systems. OLAP (Online Analytical Processing) handles complex analytical queries on historical data for reporting and business intelligence. Optimized for read-heavy aggregations. Data warehouses use OLAP.","OLTP (Online Transaction Processing) handles real-time transactional operations — many short insert, update, delete operations. Used in banking, retail, booking. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,24
DBMS,Medium,What is the difference between OLTP and OLAP?,"OLTP (Online Transaction Processing) handles real-time transactional operations — many short insert, update, delete operations. Used in banking, retail, booking systems. OLAP (Online Analytical Processing) handles complex analytical queries on historical data for reporting and business intelligence. Optimized for read-heavy aggregations. Data warehouses use OLAP.",OLTP (Online Transaction Processing) handles real-time transactional operations.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is a data warehouse?,"A data warehouse is a large centralized repository of integrated data collected from multiple sources, optimized for reporting and data analysis. It uses OLAP for complex queries. Features include subject-oriented organization, time-variant historical data, and non-volatile storage. ETL (Extract Transform Load) pipelines feed data into warehouses.","A data warehouse is a large centralized repository of integrated data collected from multiple sources, optimized for reporting and data analysis. It uses OLAP for complex queries. Features include subject-oriented organization, time-variant historical data, and non-volatile storage. ETL (Extract Transform Load) pipelines feed data into warehouses.",Good,0.88,0.85,0.86,dbms_curated,DBMS,46
DBMS,Medium,What is a data warehouse?,"A data warehouse is a large centralized repository of integrated data collected from multiple sources, optimized for reporting and data analysis. It uses OLAP for complex queries. Features include subject-oriented organization, time-variant historical data, and non-volatile storage. ETL (Extract Transform Load) pipelines feed data into warehouses.","A data warehouse is a large centralized repository of integrated data collected from multiple sources, optimized for reporting and data. Some additional details apply.",Average,0.52,0.45,0.48,dbms_curated,DBMS,24
DBMS,Medium,What is a data warehouse?,"A data warehouse is a large centralized repository of integrated data collected from multiple sources, optimized for reporting and data analysis. It uses OLAP for complex queries. Features include subject-oriented organization, time-variant historical data, and non-volatile storage. ETL (Extract Transform Load) pipelines feed data into warehouses.",A data warehouse is a large centralized repository.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
DBMS,Medium,What is database sharding?,Database sharding horizontally partitions data across multiple database instances called shards. Each shard holds a subset of the data based on a shard key. Sharding improves scalability and performance by distributing load but adds complexity in cross-shard queries and maintaining consistency. Common in large-scale distributed systems.,Database sharding horizontally partitions data across multiple database instances called shards. Each shard holds a subset of the data based on a shard key. Sharding improves scalability and performance by distributing load but adds complexity in cross-shard queries and maintaining consistency. Common in large-scale distributed systems.,Good,0.88,0.85,0.86,dbms_curated,DBMS,46
DBMS,Medium,What is database sharding?,Database sharding horizontally partitions data across multiple database instances called shards. Each shard holds a subset of the data based on a shard key. Sharding improves scalability and performance by distributing load but adds complexity in cross-shard queries and maintaining consistency. Common in large-scale distributed systems.,Database sharding horizontally partitions data across multiple database instances called shards. Each shard holds a subset of the data based. Some additional details apply.,Average,0.52,0.45,0.48,dbms_curated,DBMS,24
DBMS,Medium,What is database sharding?,Database sharding horizontally partitions data across multiple database instances called shards. Each shard holds a subset of the data based on a shard key. Sharding improves scalability and performance by distributing load but adds complexity in cross-shard queries and maintaining consistency. Common in large-scale distributed systems.,Database sharding horizontally partitions data across multiple database.,Poor,0.08,0.08,0.06,dbms_curated,DBMS,8
