skill,sub_domain,difficulty,question,ideal_answer,answer,label,cos_similarity,length_ratio,aligned_score,word_count,source
OOP,oop_core,Hard,What is the SOLID principle?,"SOLID is five design principles: Single Responsibility (a class should have one reason to change), Open/Closed (open for extension, closed for modification — add behaviour without changing existing code), Liskov Substitution (subclasses must be substitutable for their parent without breaking callers), Interface Segregation (prefer many specific interfaces over one general one), Dependency Inversion (depend on abstractions, not concretions — high-level modules should not depend on low-level ones). Following SOLID leads to maintainable, extensible, testable code.","S: one class = one responsibility. O: extend via inheritance/composition, don't modify. L: subclass honours parent contract — no surprises for callers. I: split fat interfaces into role interfaces. D: inject dependencies via interfaces; use IoC containers. Real-world: a class handling HTTP requests AND DB queries AND email sending violates SRP. Adding a new payment method via a new class (not modifying switch statements) follows OCP.",Good,0.0823,0.88,0.35,66,curated_v3
OOP,oop_core,Hard,What is the SOLID principle?,"SOLID is five design principles: Single Responsibility (a class should have one reason to change), Open/Closed (open for extension, closed for modification — add behaviour without changing existing code), Liskov Substitution (subclasses must be substitutable for their parent without breaking callers), Interface Segregation (prefer many specific interfaces over one general one), Dependency Inversion (depend on abstractions, not concretions — high-level modules should not depend on low-level ones). Following SOLID leads to maintainable, extensible, testable code.","SOLID stands for Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion. These five principles guide writing maintainable object-oriented code. Each ensures classes are focused, extensible, and loosely coupled.",Average,0.3254,0.3867,0.34,29,curated_v3
OOP,oop_core,Hard,What is the SOLID principle?,"SOLID is five design principles: Single Responsibility (a class should have one reason to change), Open/Closed (open for extension, closed for modification — add behaviour without changing existing code), Liskov Substitution (subclasses must be substitutable for their parent without breaking callers), Interface Segregation (prefer many specific interfaces over one general one), Dependency Inversion (depend on abstractions, not concretions — high-level modules should not depend on low-level ones). Following SOLID leads to maintainable, extensible, testable code.","SOLID is a set of five OOP design principles that help write clean, maintainable code.",Poor,0.1702,0.2,0.18,15,curated_v3
OOP,oop_core,Medium,What is the difference between composition and inheritance?,"Inheritance models an is-a relationship: a Dog is an Animal. Composition models a has-a relationship: a Car has an Engine. Composition is generally preferred because it's more flexible (you can swap the composed object), avoids tight coupling to a parent class hierarchy, and doesn't break the Liskov substitution principle. Deep inheritance hierarchies are brittle; composition keeps classes small and focused. The principle 'favour composition over inheritance' is a core OOP guideline.","Inheritance: compile-time relationship, subclass tightly coupled to parent (fragile base class problem). Composition: runtime relationship, delegate to contained object. Composition allows changing behaviour at runtime by swapping the contained object. Mixins offer a middle ground. Example: instead of class Duck extends Bird and class Robot extends Machine both needing fly(), compose with a Flyer component injected as needed.",Good,0.2009,0.8169,0.39,58,curated_v3
OOP,oop_core,Medium,What is the difference between composition and inheritance?,"Inheritance models an is-a relationship: a Dog is an Animal. Composition models a has-a relationship: a Car has an Engine. Composition is generally preferred because it's more flexible (you can swap the composed object), avoids tight coupling to a parent class hierarchy, and doesn't break the Liskov substitution principle. Deep inheritance hierarchies are brittle; composition keeps classes small and focused. The principle 'favour composition over inheritance' is a core OOP guideline.",Inheritance means a class extends another and gets its behaviour. Composition means a class contains another object and delegates to it. Composition is more flexible because you can swap out the contained object and avoid deep inheritance hierarchies.,Average,0.3338,0.5352,0.39,38,curated_v3
OOP,oop_core,Medium,What is the difference between composition and inheritance?,"Inheritance models an is-a relationship: a Dog is an Animal. Composition models a has-a relationship: a Car has an Engine. Composition is generally preferred because it's more flexible (you can swap the composed object), avoids tight coupling to a parent class hierarchy, and doesn't break the Liskov substitution principle. Deep inheritance hierarchies are brittle; composition keeps classes small and focused. The principle 'favour composition over inheritance' is a core OOP guideline.",Inheritance is is-a. Composition is has-a. Composition is usually preferred for flexibility.,Poor,0.3644,0.169,0.31,12,curated_v3
OS,os_core,Medium,What is a process vs a thread?,"A process is an independent program in execution with its own memory space, file handles, and system resources. Threads are lightweight units of execution within a process that share the same memory space and resources. Creating a process is expensive (fork/exec, separate address space); threads are cheaper to create and switch. Communication between processes requires IPC (pipes, sockets, shared memory); threads communicate through shared memory but require synchronisation to avoid race conditions.","Process: independent address space, own resources, isolated — crash doesn't affect other processes. IPC needed for communication. Thread: shared address space within a process, cheaper to create/switch. Communication via shared memory, but requires mutexes/semaphores. Context switching: process switch is heavier (TLB flush, address space switch). Green threads/coroutines: user-space scheduling, even lighter.",Good,0.4782,0.7083,0.55,51,curated_v3
OS,os_core,Medium,What is a process vs a thread?,"A process is an independent program in execution with its own memory space, file handles, and system resources. Threads are lightweight units of execution within a process that share the same memory space and resources. Creating a process is expensive (fork/exec, separate address space); threads are cheaper to create and switch. Communication between processes requires IPC (pipes, sockets, shared memory); threads communicate through shared memory but require synchronisation to avoid race conditions.",A process is an independent running program with its own memory. A thread is a lighter execution unit inside a process that shares memory with other threads. Threads are faster to create and communicate more easily but require synchronisation.,Average,0.4314,0.5417,0.46,39,curated_v3
OS,os_core,Medium,What is a process vs a thread?,"A process is an independent program in execution with its own memory space, file handles, and system resources. Threads are lightweight units of execution within a process that share the same memory space and resources. Creating a process is expensive (fork/exec, separate address space); threads are cheaper to create and switch. Communication between processes requires IPC (pipes, sockets, shared memory); threads communicate through shared memory but require synchronisation to avoid race conditions.",A process is a running program. A thread is a smaller execution unit inside a process. Threads share memory.,Poor,0.3501,0.2639,0.32,19,curated_v3
OS,os_core,Medium,What is a deadlock and what are the four necessary conditions?,"A deadlock is a state where a group of processes are each waiting for a resource held by another, creating a circular wait. Coffman's four necessary conditions are: Mutual Exclusion (resources held exclusively), Hold and Wait (process holding resources while waiting for more), No Preemption (resources cannot be forcibly taken), Circular Wait (a circular chain of processes waiting for resources). All four must hold simultaneously for deadlock to occur. Prevention involves negating at least one condition.","Deadlock conditions (all four must hold): Mutual exclusion — at least one resource non-shareable. Hold and wait — process holds ≥1 resource while waiting for others. No preemption — resources released only voluntarily. Circular wait — P1 waits for P2's resource, P2 waits for P1's. Prevention: break any one. Avoidance: Banker's algorithm. Detection: resource allocation graph cycle detection.",Good,0.3329,0.7632,0.46,58,curated_v3
OS,os_core,Medium,What is a deadlock and what are the four necessary conditions?,"A deadlock is a state where a group of processes are each waiting for a resource held by another, creating a circular wait. Coffman's four necessary conditions are: Mutual Exclusion (resources held exclusively), Hold and Wait (process holding resources while waiting for more), No Preemption (resources cannot be forcibly taken), Circular Wait (a circular chain of processes waiting for resources). All four must hold simultaneously for deadlock to occur. Prevention involves negating at least one condition.","Deadlock occurs when processes are stuck waiting for each other's resources. The four necessary conditions are mutual exclusion, hold and wait, no preemption, and circular wait. Removing any one condition prevents deadlock.",Average,0.5769,0.4211,0.53,32,curated_v3
OS,os_core,Medium,What is a deadlock and what are the four necessary conditions?,"A deadlock is a state where a group of processes are each waiting for a resource held by another, creating a circular wait. Coffman's four necessary conditions are: Mutual Exclusion (resources held exclusively), Hold and Wait (process holding resources while waiting for more), No Preemption (resources cannot be forcibly taken), Circular Wait (a circular chain of processes waiting for resources). All four must hold simultaneously for deadlock to occur. Prevention involves negating at least one condition.","Deadlock is when processes block each other. The four conditions are mutual exclusion, hold and wait, no preemption, and circular wait.",Poor,0.4513,0.2763,0.4,21,curated_v3
OS,os_core,Medium,What is virtual memory?,"Virtual memory is a memory management technique that gives each process the illusion of a large, private address space, independent of physical RAM. The OS maps virtual addresses to physical frames using page tables. When a page is not in RAM (page fault), the OS fetches it from disk (swap). Benefits: processes can use more memory than physical RAM, isolation between processes, simplified memory allocation. Downside: page faults are expensive (disk I/O).",Virtual memory uses a page table (often multi-level to reduce its own size) to map virtual page numbers to physical frame numbers. TLB (Translation Lookaside Buffer) caches recent translations for speed. Page fault: referenced page not in RAM → OS loads it from swap/disk → very slow. Demand paging loads pages lazily. Working set model determines how many pages a process needs to avoid thrashing.,Good,0.3288,0.9028,0.5,65,curated_v3
OS,os_core,Medium,What is virtual memory?,"Virtual memory is a memory management technique that gives each process the illusion of a large, private address space, independent of physical RAM. The OS maps virtual addresses to physical frames using page tables. When a page is not in RAM (page fault), the OS fetches it from disk (swap). Benefits: processes can use more memory than physical RAM, isolation between processes, simplified memory allocation. Downside: page faults are expensive (disk I/O).",Virtual memory lets each process believe it has a large contiguous address space. The OS maps virtual addresses to physical RAM using a page table. When data isn't in RAM it is loaded from disk (page fault). This allows running programs larger than physical memory.,Average,0.5743,0.625,0.59,45,curated_v3
OS,os_core,Medium,What is virtual memory?,"Virtual memory is a memory management technique that gives each process the illusion of a large, private address space, independent of physical RAM. The OS maps virtual addresses to physical frames using page tables. When a page is not in RAM (page fault), the OS fetches it from disk (swap). Benefits: processes can use more memory than physical RAM, isolation between processes, simplified memory allocation. Downside: page faults are expensive (disk I/O).",Virtual memory makes each process think it has its own memory space. The OS maps it to real RAM and uses disk when RAM is full.,Poor,0.4114,0.3611,0.4,26,curated_v3
OS,os_core,Medium,What is scheduling in operating systems?,"CPU scheduling determines which process runs next when the CPU is free. Algorithms: FCFS (simple, convoy effect), SJF (optimal average waiting time, requires future knowledge), Round Robin (time slices, good fairness and response time), Priority Scheduling (starvation risk), Multilevel Queue, and CFS (Linux's Completely Fair Scheduler which uses a virtual runtime red-black tree). Goals: throughput, turnaround time, response time, fairness.","Scheduling criteria: CPU utilisation, throughput, turnaround time, waiting time, response time. FCFS: non-preemptive, simple, convoy effect. SJF: optimal average waiting time, requires knowing burst time. Round Robin: preemptive, time quantum, good for interactive. Priority: starvation → aging. Linux CFS: virtual runtime ensures fair CPU share, O(log n) via red-black tree, no fixed time quanta.",Good,0.6372,0.9,0.72,54,curated_v3
OS,os_core,Medium,What is scheduling in operating systems?,"CPU scheduling determines which process runs next when the CPU is free. Algorithms: FCFS (simple, convoy effect), SJF (optimal average waiting time, requires future knowledge), Round Robin (time slices, good fairness and response time), Priority Scheduling (starvation risk), Multilevel Queue, and CFS (Linux's Completely Fair Scheduler which uses a virtual runtime red-black tree). Goals: throughput, turnaround time, response time, fairness.","OS scheduling decides which process uses the CPU. Common algorithms are FCFS, round-robin, and priority-based. Round-robin gives each process a time slice for fairness. Linux uses CFS which tracks CPU time fairly for all processes.",Average,0.4173,0.5833,0.47,35,curated_v3
OS,os_core,Medium,What is scheduling in operating systems?,"CPU scheduling determines which process runs next when the CPU is free. Algorithms: FCFS (simple, convoy effect), SJF (optimal average waiting time, requires future knowledge), Round Robin (time slices, good fairness and response time), Priority Scheduling (starvation risk), Multilevel Queue, and CFS (Linux's Completely Fair Scheduler which uses a virtual runtime red-black tree). Goals: throughput, turnaround time, response time, fairness.",CPU scheduling decides which process runs next. Round-robin gives equal time slices. Priority scheduling runs higher priority processes first.,Poor,0.3285,0.3167,0.32,19,curated_v3
OS,os_core,Hard,What is the difference between paging and segmentation?,"Paging divides the address space and physical memory into fixed-size pages/frames. It eliminates external fragmentation but causes internal fragmentation (wasted space in the last page). The OS maintains a page table. Segmentation divides the address space into variable-size logical segments (code, stack, heap) reflecting program structure. It eliminates internal fragmentation but causes external fragmentation. Many modern systems use segmented paging (x86 historically, though x86-64 largely abandons segmentation).","Paging: fixed-size pages (4KB typically), no external fragmentation, internal fragmentation possible (last page partially used). Page table maps virtual page to physical frame. TLB caches recent translations. Segmentation: variable-size logical segments, external fragmentation, natural fit for program structure. x86-64 uses paging with 4-level page tables; segmentation mostly unused. Huge pages (2MB/1GB) reduce TLB misses for large data.",Good,0.4161,0.8507,0.55,57,curated_v3
OS,os_core,Hard,What is the difference between paging and segmentation?,"Paging divides the address space and physical memory into fixed-size pages/frames. It eliminates external fragmentation but causes internal fragmentation (wasted space in the last page). The OS maintains a page table. Segmentation divides the address space into variable-size logical segments (code, stack, heap) reflecting program structure. It eliminates internal fragmentation but causes external fragmentation. Many modern systems use segmented paging (x86 historically, though x86-64 largely abandons segmentation).",Paging divides memory into fixed-size pages and eliminates external fragmentation. Segmentation uses variable-size segments matching program structure but can cause external fragmentation. Modern systems primarily use paging.,Average,0.5029,0.403,0.47,27,curated_v3
OS,os_core,Hard,What is the difference between paging and segmentation?,"Paging divides the address space and physical memory into fixed-size pages/frames. It eliminates external fragmentation but causes internal fragmentation (wasted space in the last page). The OS maintains a page table. Segmentation divides the address space into variable-size logical segments (code, stack, heap) reflecting program structure. It eliminates internal fragmentation but causes external fragmentation. Many modern systems use segmented paging (x86 historically, though x86-64 largely abandons segmentation).",Paging uses fixed-size chunks. Segmentation uses variable-size logical sections. Paging is more common in modern systems.,Poor,0.2174,0.2388,0.22,16,curated_v3
HR,hr_behavioral,Easy,Tell me about yourself.,"A strong answer is concise (90 seconds), structured (past → present → future), and relevant to the role. Describe your background and key experiences, your current role and accomplishments, and why you are interested in this position. Tailor it to what the interviewer values. Avoid personal details unrelated to the job and avoid reciting the resume verbatim.","Structure: present (current role and impact), past (how you got here, key experiences), future (why this role excites you). Keep to 1-2 minutes. Quantify achievements. Connect your background to the role requirements. Practice enough that it sounds natural, not rehearsed.",Good,0.2635,0.7018,0.39,40,curated_v3
HR,hr_behavioral,Easy,Tell me about yourself.,"A strong answer is concise (90 seconds), structured (past → present → future), and relevant to the role. Describe your background and key experiences, your current role and accomplishments, and why you are interested in this position. Tailor it to what the interviewer values. Avoid personal details unrelated to the job and avoid reciting the resume verbatim.","A good answer to tell me about yourself covers your professional background, key achievements, and why you are interested in this specific role. It should be 1-2 minutes long, focused on work experience rather than personal details, and end by connecting your background to the job.",Average,0.216,0.807,0.39,46,curated_v3
HR,hr_behavioral,Easy,Tell me about yourself.,"A strong answer is concise (90 seconds), structured (past → present → future), and relevant to the role. Describe your background and key experiences, your current role and accomplishments, and why you are interested in this position. Tailor it to what the interviewer values. Avoid personal details unrelated to the job and avoid reciting the resume verbatim.",Talk about your professional background and experience. Explain what you have been doing and why you want this job.,Poor,0.0656,0.3333,0.15,19,curated_v3
HR,hr_behavioral,Medium,Where do you see yourself in five years?,"Show ambition aligned with what the company can offer. Demonstrate you have thought about career development and that you plan to invest in growing within the role. Avoid being too specific (company may not be able to deliver), too vague, or mentioning a role that bypasses the position you are interviewing for. A strong answer mentions skills you want to develop, impact you want to have, and how the company fits your trajectory.","Answer shows self-awareness and ambition without overreaching. Align goals with realistic growth at the company. Mention skills to develop and leadership or scope of impact. Avoid 'in your position' (presumptuous) or 'I have no idea' (signals no commitment). Show you see this role as a meaningful step, not a placeholder.",Good,0.219,0.6849,0.36,50,curated_v3
HR,hr_behavioral,Medium,Where do you see yourself in five years?,"Show ambition aligned with what the company can offer. Demonstrate you have thought about career development and that you plan to invest in growing within the role. Avoid being too specific (company may not be able to deliver), too vague, or mentioning a role that bypasses the position you are interviewing for. A strong answer mentions skills you want to develop, impact you want to have, and how the company fits your trajectory.",Describe your professional ambitions and how this role fits into them. Show you are motivated to grow and contribute long-term. Mention specific skills or areas you want to develop.,Average,0.1892,0.3973,0.25,29,curated_v3
HR,hr_behavioral,Medium,Where do you see yourself in five years?,"Show ambition aligned with what the company can offer. Demonstrate you have thought about career development and that you plan to invest in growing within the role. Avoid being too specific (company may not be able to deliver), too vague, or mentioning a role that bypasses the position you are interviewing for. A strong answer mentions skills you want to develop, impact you want to have, and how the company fits your trajectory.",Say where you want to grow professionally in five years. Show you are ambitious and want to contribute to the company.,Poor,0.1979,0.2877,0.22,21,curated_v3
HR,hr_behavioral,Medium,What is your greatest weakness?,"Choose a genuine weakness — not a disguised strength. Briefly acknowledge the weakness, explain what you've done to address it, and give evidence of improvement. Interviewers want self-awareness and a growth mindset, not perfection. Avoid clichés like 'I work too hard.' Pick something real but not a core competency of the role.","Formula: real weakness + concrete steps taken to improve + evidence of progress. Example: 'I used to struggle with public speaking. I joined a Toastmasters group, volunteered to present at team meetings, and received positive feedback from my manager on my last all-hands presentation.' Shows honesty, self-awareness, and initiative.",Good,0.1055,0.9423,0.36,49,curated_v3
HR,hr_behavioral,Medium,What is your greatest weakness?,"Choose a genuine weakness — not a disguised strength. Briefly acknowledge the weakness, explain what you've done to address it, and give evidence of improvement. Interviewers want self-awareness and a growth mindset, not perfection. Avoid clichés like 'I work too hard.' Pick something real but not a core competency of the role.","Pick a real weakness and show what you are doing to improve it. For example struggling with public speaking but joining a club to practice. Interviewers want to see self-awareness and a growth mindset, not a fake answer.",Average,0.2514,0.7308,0.4,38,curated_v3
HR,hr_behavioral,Medium,What is your greatest weakness?,"Choose a genuine weakness — not a disguised strength. Briefly acknowledge the weakness, explain what you've done to address it, and give evidence of improvement. Interviewers want self-awareness and a growth mindset, not perfection. Avoid clichés like 'I work too hard.' Pick something real but not a core competency of the role.",Say a real weakness and how you are working on it. Don't say your weakness is working too hard.,Poor,0.1625,0.3654,0.22,19,curated_v3
HR,hr_behavioral,Medium,Why do you want to work for this company?,"A strong answer shows you've researched the company: mention specific products, mission, culture, or recent achievements that genuinely interest you. Connect these to your skills and career goals. Avoid generic answers about salary or company size. Show enthusiasm for the specific role and how your background aligns. Interviewers want to know you've chosen them intentionally.","Structure: what excites you about the company (specific and researched), how it aligns with your skills, how it fits your career trajectory. Mention something from the company's recent work, mission statement, or culture. Avoid: 'great reputation', 'good pay', generic praise. End with enthusiasm and forward momentum.",Good,0.3256,0.8364,0.48,46,curated_v3
HR,hr_behavioral,Medium,Why do you want to work for this company?,"A strong answer shows you've researched the company: mention specific products, mission, culture, or recent achievements that genuinely interest you. Connect these to your skills and career goals. Avoid generic answers about salary or company size. Show enthusiasm for the specific role and how your background aligns. Interviewers want to know you've chosen them intentionally.",Show genuine interest by mentioning something specific you know about the company. Connect their mission or products to your skills and career goals. Avoid generic answers. Research the company beforehand and reference specific things that appeal to you.,Average,0.4136,0.6909,0.5,38,curated_v3
HR,hr_behavioral,Medium,Why do you want to work for this company?,"A strong answer shows you've researched the company: mention specific products, mission, culture, or recent achievements that genuinely interest you. Connect these to your skills and career goals. Avoid generic answers about salary or company size. Show enthusiasm for the specific role and how your background aligns. Interviewers want to know you've chosen them intentionally.",Say you researched the company and are excited about what they do. Connect it to your experience.,Poor,0.1545,0.3091,0.2,17,curated_v3
HR,hr_behavioral,Medium,How do you handle conflict with a coworker?,"Use the STAR framework: Situation, Task, Action, Result. Describe a real conflict, how you approached the other person directly and respectfully, focused on the issue not the person, listened to their perspective, and reached a constructive resolution. Demonstrate maturity, communication skills, and professionalism. Avoid blaming others and avoid saying you have never had conflict — it suggests low self-awareness.","Formula: acknowledge the conflict (shows maturity), describe approaching it directly and privately (not escalating immediately), listening to understand their view, finding common ground, and reaching resolution. End with the positive outcome. Interviewers look for emotional intelligence, communication, and problem-solving. Avoid examples where you were clearly in the wrong or where conflict escalated badly.",Good,0.1498,0.8983,0.37,53,curated_v3
HR,hr_behavioral,Medium,How do you handle conflict with a coworker?,"Use the STAR framework: Situation, Task, Action, Result. Describe a real conflict, how you approached the other person directly and respectfully, focused on the issue not the person, listened to their perspective, and reached a constructive resolution. Demonstrate maturity, communication skills, and professionalism. Avoid blaming others and avoid saying you have never had conflict — it suggests low self-awareness.","Describe a real situation using STAR. Show you addressed the conflict directly and professionally, listened to the other person, and worked towards a solution. Emphasise communication and finding common ground.",Average,0.24,0.5085,0.32,30,curated_v3
HR,hr_behavioral,Medium,How do you handle conflict with a coworker?,"Use the STAR framework: Situation, Task, Action, Result. Describe a real conflict, how you approached the other person directly and respectfully, focused on the issue not the person, listened to their perspective, and reached a constructive resolution. Demonstrate maturity, communication skills, and professionalism. Avoid blaming others and avoid saying you have never had conflict — it suggests low self-awareness.",Say you talked to the person directly and worked it out calmly. Show professionalism.,Poor,0.1398,0.2373,0.17,14,curated_v3
HR,hr_behavioral,Medium,Describe a time you failed. What did you learn?,"Choose a real failure (not trivial). Explain what happened, your role in it, and what you did immediately after. Most importantly, focus on what you learned and how you applied that learning subsequently. This shows self-awareness, accountability, and a growth mindset. Avoid blaming external factors, choosing a failure from years ago that has no lesson, or describing something that is actually a success story.","Structure: what the failure was and your responsibility in it, immediate reaction and recovery steps, the specific lesson learned, and evidence you applied it. A strong answer shows accountability, no blame-shifting, genuine reflection, and concrete change in behaviour. Interviewers want to see you can process failure constructively.",Good,0.1604,0.7344,0.35,47,curated_v3
HR,hr_behavioral,Medium,Describe a time you failed. What did you learn?,"Choose a real failure (not trivial). Explain what happened, your role in it, and what you did immediately after. Most importantly, focus on what you learned and how you applied that learning subsequently. This shows self-awareness, accountability, and a growth mindset. Avoid blaming external factors, choosing a failure from years ago that has no lesson, or describing something that is actually a success story.","Choose a genuine failure and take ownership of it. Explain what happened, what you learned, and how you changed your approach afterward. Avoid blaming others. Show self-awareness and a growth mindset.",Average,0.3465,0.4844,0.39,31,curated_v3
HR,hr_behavioral,Medium,Describe a time you failed. What did you learn?,"Choose a real failure (not trivial). Explain what happened, your role in it, and what you did immediately after. Most importantly, focus on what you learned and how you applied that learning subsequently. This shows self-awareness, accountability, and a growth mindset. Avoid blaming external factors, choosing a failure from years ago that has no lesson, or describing something that is actually a success story.","Describe a real mistake, say what you learned, and how you improved because of it.",Poor,0.0854,0.2344,0.13,15,curated_v3
Python,python_core,Medium,What is the difference between a list and a tuple?,"A list is mutable — elements can be added, removed, or changed after creation. A tuple is immutable — once created it cannot be changed. Lists use square brackets, tuples use parentheses. Tuples are faster and consume less memory. Use tuples for fixed data like coordinates, lists for collections that change.","A list is mutable — elements can be added, removed, or changed after creation. A tuple is immutable — once created it cannot be changed. Lists use square brackets, tuples use parentheses. Tuples are faster and consume less memory. Use tuples for fixed data like coordinates, lists for collections that change.",Good,1.0,1.0,1.0,51,handcrafted_v4
Python,python_core,Medium,What is the difference between a list and a tuple?,"A list is mutable — elements can be added, removed, or changed after creation. A tuple is immutable — once created it cannot be changed. Lists use square brackets, tuples use parentheses. Tuples are faster and consume less memory. Use tuples for fixed data like coordinates, lists for collections that change.","A list is mutable — elements can be added, removed, or changed after creation. A tuple is immutable — once created. Some additional details apply.",Average,0.3079,0.4902,0.75,25,handcrafted_v4
Python,python_core,Medium,What is the difference between a list and a tuple?,"A list is mutable — elements can be added, removed, or changed after creation. A tuple is immutable — once created it cannot be changed. Lists use square brackets, tuples use parentheses. Tuples are faster and consume less memory. Use tuples for fixed data like coordinates, lists for collections that change.",A list is mutable — elements.,Poor,0.1827,0.1176,0.375,6,handcrafted_v4
Python,python_core,Medium,Explain Python's GIL and its implications.,The GIL (Global Interpreter Lock) is a mutex in CPython that allows only one thread to execute Python bytecode at a time. This limits CPU-bound multi-threaded performance. I/O-bound threads still benefit from threading because the GIL is released during I/O. For CPU-bound parallelism use multiprocessing which bypasses the GIL by creating separate processes.,The GIL (Global Interpreter Lock) is a mutex in CPython that allows only one thread to execute Python bytecode at a time. This limits CPU-bound multi-threaded performance. I/O-bound threads still benefit from threading because the GIL is released during I/O. For CPU-bound parallelism use multiprocessing which bypasses the GIL by creating separate processes.,Good,1.0,1.0,1.0,53,handcrafted_v4
Python,python_core,Medium,Explain Python's GIL and its implications.,The GIL (Global Interpreter Lock) is a mutex in CPython that allows only one thread to execute Python bytecode at a time. This limits CPU-bound multi-threaded performance. I/O-bound threads still benefit from threading because the GIL is released during I/O. For CPU-bound parallelism use multiprocessing which bypasses the GIL by creating separate processes.,The GIL (Global Interpreter Lock) is a mutex in CPython that allows only one thread to execute Python bytecode at a time.. Some additional details apply.,Average,0.381,0.4906,0.875,26,handcrafted_v4
Python,python_core,Medium,Explain Python's GIL and its implications.,The GIL (Global Interpreter Lock) is a mutex in CPython that allows only one thread to execute Python bytecode at a time. This limits CPU-bound multi-threaded performance. I/O-bound threads still benefit from threading because the GIL is released during I/O. For CPU-bound parallelism use multiprocessing which bypasses the GIL by creating separate processes.,The GIL (Global Interpreter Lock) is.,Poor,0.3291,0.1132,0.375,6,handcrafted_v4
Python,python_core,Medium,What is a Python decorator?,"A decorator is a function that takes another function as input, adds behaviour, and returns a modified function. The @syntax is syntactic sugar: @decorator is equivalent to func = decorator(func). Common uses: logging, authentication, timing, memoization. Decorators are higher-order functions and use closures to wrap the original function.","A decorator is a function that takes another function as input, adds behaviour, and returns a modified function. The @syntax is syntactic sugar: @decorator is equivalent to func = decorator(func). Common uses: logging, authentication, timing, memoization. Decorators are higher-order functions and use closures to wrap the original function.",Good,1.0,1.0,1.0,48,handcrafted_v4
Python,python_core,Medium,What is a Python decorator?,"A decorator is a function that takes another function as input, adds behaviour, and returns a modified function. The @syntax is syntactic sugar: @decorator is equivalent to func = decorator(func). Common uses: logging, authentication, timing, memoization. Decorators are higher-order functions and use closures to wrap the original function.","A decorator is a function that takes another function as input, adds behaviour, and returns a modified function. The @syntax. Some additional details apply.",Average,0.536,0.5,1.0,24,handcrafted_v4
Python,python_core,Medium,What is a Python decorator?,"A decorator is a function that takes another function as input, adds behaviour, and returns a modified function. The @syntax is syntactic sugar: @decorator is equivalent to func = decorator(func). Common uses: logging, authentication, timing, memoization. Decorators are higher-order functions and use closures to wrap the original function.",A decorator is a function that.,Poor,0.5523,0.125,0.375,6,handcrafted_v4
Python,python_core,Medium,How do Python generators work?,A generator is a function that uses yield instead of return. Each call to next() resumes execution from the last yield. Generators are lazy — they compute values on demand without storing all values in memory. This makes them memory-efficient for large sequences. Generator expressions (x**2 for x in range(n)) work similarly.,A generator is a function that uses yield instead of return. Each call to next() resumes execution from the last yield. Generators are lazy — they compute values on demand without storing all values in memory. This makes them memory-efficient for large sequences. Generator expressions (x**2 for x in range(n)) work similarly.,Good,1.0,1.0,1.0,52,handcrafted_v4
Python,python_core,Medium,How do Python generators work?,A generator is a function that uses yield instead of return. Each call to next() resumes execution from the last yield. Generators are lazy — they compute values on demand without storing all values in memory. This makes them memory-efficient for large sequences. Generator expressions (x**2 for x in range(n)) work similarly.,A generator is a function that uses yield instead of return. Each call to next() resumes execution from the last yield.. Some additional details apply.,Average,0.3916,0.4808,0.75,25,handcrafted_v4
Python,python_core,Medium,How do Python generators work?,A generator is a function that uses yield instead of return. Each call to next() resumes execution from the last yield. Generators are lazy — they compute values on demand without storing all values in memory. This makes them memory-efficient for large sequences. Generator expressions (x**2 for x in range(n)) work similarly.,A generator is a function that.,Poor,0.2646,0.1154,0.25,6,handcrafted_v4
Python,python_core,Medium,What is the difference between shallow and deep copy?,A shallow copy creates a new object but references the same nested objects. Modifying a nested object in the copy also modifies the original. A deep copy creates a completely independent copy including all nested objects. Use copy.copy() for shallow and copy.deepcopy() for deep. Matters when working with nested lists or dictionaries.,A shallow copy creates a new object but references the same nested objects. Modifying a nested object in the copy also modifies the original. A deep copy creates a completely independent copy including all nested objects. Use copy.copy() for shallow and copy.deepcopy() for deep. Matters when working with nested lists or dictionaries.,Good,1.0,1.0,1.0,52,handcrafted_v4
Python,python_core,Medium,What is the difference between shallow and deep copy?,A shallow copy creates a new object but references the same nested objects. Modifying a nested object in the copy also modifies the original. A deep copy creates a completely independent copy including all nested objects. Use copy.copy() for shallow and copy.deepcopy() for deep. Matters when working with nested lists or dictionaries.,A shallow copy creates a new object but references the same nested objects. Modifying a nested object in the copy also. Some additional details apply.,Average,0.6713,0.4808,0.875,25,handcrafted_v4
Python,python_core,Medium,What is the difference between shallow and deep copy?,A shallow copy creates a new object but references the same nested objects. Modifying a nested object in the copy also modifies the original. A deep copy creates a completely independent copy including all nested objects. Use copy.copy() for shallow and copy.deepcopy() for deep. Matters when working with nested lists or dictionaries.,A shallow copy creates a new.,Poor,0.5089,0.1154,0.375,6,handcrafted_v4
Python,python_core,Medium,What are *args and **kwargs?,"*args collects extra positional arguments into a tuple. **kwargs collects extra keyword arguments into a dictionary. They allow functions to accept variable numbers of inputs. Example: def func(*args, **kwargs) can be called as func(1, 2, x=3). Useful for writing flexible functions and decorators.","*args collects extra positional arguments into a tuple. **kwargs collects extra keyword arguments into a dictionary. They allow functions to accept variable numbers of inputs. Example: def func(*args, **kwargs) can be called as func(1, 2, x=3). Useful for writing flexible functions and decorators.",Good,1.0,1.0,1.0,43,handcrafted_v4
